KLCC,Kuala-Lumpur,1400000,2,0,5613848,Fully,Partly
Cheras,Kuala-Lumpur,388000,4,0,5614024,Unfurnished,Partly
Setapak,Kuala-Lumpur,595764,3,0,5614200,Unfurnished,Partly
Setapak,Kuala-Lumpur,578000,3,0,5614376,Partly,Partly
Cheras,Kuala-Lumpur,440000,3,0,5614552,Partly,Partly
KLCC,Kuala-Lumpur,1300000,2,0,5614728,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,618000,3,0,5614904,Partly,Partly
Sentul,Kuala-Lumpur,360000,3,0,5615080,Partly,Partly
Mont-Kiara,Kuala-Lumpur,982784,2,0,5615256,Unfurnished,Partly
Sentul,Kuala-Lumpur,380000,3,0,5615432,Partly,Partly
Sri-Petaling,Kuala-Lumpur,390000,3,0,5615608,Partly,Partly
Setapak,Kuala-Lumpur,460000,3,0,5615784,Unfurnished,Partly
Setapak,Kuala-Lumpur,480000,3,0,5615960,Partly,Partly
Segambut,Kuala-Lumpur,570000,3,0,5616136,Unfurnished,Partly
Pantai,Kuala-Lumpur,735000,3,0,5616312,Partly,Partly
Segambut,Kuala-Lumpur,630000,3,0,5616488,Partly,Partly
Segambut,Kuala-Lumpur,590000,3,0,5616664,Unfurnished,Partly
Segambut,Kuala-Lumpur,580000,3,0,5616840,Partly,Partly
Pantai,Kuala-Lumpur,699000,3,0,5617016,Partly,Partly
Pantai,Kuala-Lumpur,680000,3,0,5617192,Unfurnished,Partly
Pantai,Kuala-Lumpur,700000,3,0,5617368,Fully,Partly
Segambut,Kuala-Lumpur,620000,3,0,5617544,Partly,Partly
Pantai,Kuala-Lumpur,720000,3,0,5617720,Unfurnished,Partly
Segambut,Kuala-Lumpur,700000,3,0,5617896,Unfurnished,Partly
Segambut,Kuala-Lumpur,628000,3,0,5618072,Unfurnished,Partly
Segambut,Kuala-Lumpur,690000,3,0,5618248,Partly,Partly
Pantai,Kuala-Lumpur,740000,3,0,5618424,Partly,Partly
Cheras,Kuala-Lumpur,383000,3,0,5618600,Fully,Partly
Cheras,Kuala-Lumpur,383000,3,0,5618776,Fully,Partly
Jalan-Ipoh,Kuala-Lumpur,450000,3,0,5618952,Partly,Partly
Setapak,Kuala-Lumpur,416000,3,0,5619128,Unfurnished,Partly
Segambut,Kuala-Lumpur,750000,2,0,5619304,Fully,Partly
Setapak,Kuala-Lumpur,416000,3,0,5619480,Unfurnished,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,925000,3,0,5619656,Partly,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,835000,3,0,5619832,Partly,Partly
Pantai,Kuala-Lumpur,499999,3,0,5620008,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,300000,3,0,5620184,Unfurnished,Partly
Bukit-Bintang,Kuala-Lumpur,980000,3,0,5620360,Partly,Partly
KL-Sentral,Kuala-Lumpur,1111000,3,0,5620536,Partly,Partly
Kepong,Kuala-Lumpur,520000,3,0,5620712,Partly,Partly
Titiwangsa,Kuala-Lumpur,450000,3,0,5620888,Partly,Partly
Cheras,Kuala-Lumpur,860000,2,0,5621064,Partly,Partly
KLCC,Kuala-Lumpur,1550000,2,0,5621240,Fully,Partly
Kepong,Kuala-Lumpur,520000,3,0,5621416,Partly,Partly
Kepong,Kuala-Lumpur,530000,3,0,5621592,Partly,Partly
KLCC,Kuala-Lumpur,1500000,2,0,5621768,Fully,Partly
KLCC,Kuala-Lumpur,3700,2,0,5621944,Fully,Partly
Sentul,Kuala-Lumpur,600000,3,0,5622120,Partly,Partly
KLCC,Kuala-Lumpur,900000,3,0,5622296,Partly,Partly
Desa-ParkCity,Kuala-Lumpur,1100000,2,0,5622472,Fully,Partly
Jalan-Ipoh,Kuala-Lumpur,590000,3,0,5622648,Partly,Partly
Jalan-Ipoh,Kuala-Lumpur,590000,3,0,5622824,Partly,Partly
Mont-Kiara,Kuala-Lumpur,620000,2,0,5623000,Fully,Partly
Setapak,Kuala-Lumpur,470000,3,0,5623176,Partly,Partly
Salak-Selatan,Kuala-Lumpur,620000,3,0,5623352,Partly,Partly
Cheras,Kuala-Lumpur,490000,3,0,5623528,Partly,Partly
Mont-Kiara,Kuala-Lumpur,1180000,2,0,5623704,Partly,Partly
Sungai-Besi,Kuala-Lumpur,529000,3,0,5623880,Partly,Partly
Sungai-Besi,Kuala-Lumpur,520000,3,0,5624056,Partly,Partly
KL-City,Kuala-Lumpur,650000,3,0,5624232,Partly,Partly
Sungai-Besi,Kuala-Lumpur,550000,3,0,5624408,Partly,Partly
Bukit-Bintang,Kuala-Lumpur,1150000,2,0,5624584,Fully,Partly
Salak-Selatan,Kuala-Lumpur,458000,3,0,5624760,Fully,Partly
Sungai-Besi,Kuala-Lumpur,450000,3,0,5624936,Fully,Partly
Sungai-Besi,Kuala-Lumpur,450000,3,0,5625112,Fully,Partly
Sungai-Besi,Kuala-Lumpur,355000,3,0,5625288,Fully,Partly
KLCC,Kuala-Lumpur,870000,2,0,5625464,Fully,Partly
Sungai-Besi,Kuala-Lumpur,530000,3,0,5625640,Unfurnished,Partly
Jalan-Klang-Lama,Kuala-Lumpur,725000,3,0,5625816,Partly,Partly
Segambut,Kuala-Lumpur,350000,3,0,5625992,Partly,Partly
Ampang,Kuala-Lumpur,600000,2,0,5626168,Fully,Partly
KLCC,Kuala-Lumpur,1450000,1,0,5626344,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,400000,3,0,5626520,Partly,Partly
KL-City,Kuala-Lumpur,240000,3,0,5626696,Unfurnished,Partly
Jalan-Kuching,Kuala-Lumpur,450000,3,0,5626872,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,420000,3,0,5627048,Partly,Partly
Cheras,Kuala-Lumpur,530000,3,0,5627224,Partly,Partly
Cheras,Kuala-Lumpur,510000,3,0,5627400,Unfurnished,Partly
Bukit-Jalil,Kuala-Lumpur,500000,3,0,5627576,Partly,Partly
Cheras,Kuala-Lumpur,678000,3,0,5627752,Partly,Partly
Cheras,Kuala-Lumpur,727000,3,0,5627928,Partly,Partly
Mont-Kiara,Kuala-Lumpur,680000,2,0,5628104,Partly,Partly
KLCC,Kuala-Lumpur,2900,2,0,5628280,Fully,Partly
Setapak,Kuala-Lumpur,380000,3,0,5628456,Fully,Partly
Desa-Petaling,Kuala-Lumpur,390000,3,0,5628632,Partly,Partly
Titiwangsa,Kuala-Lumpur,580000,3,0,5628808,Fully,Partly
KLCC,Kuala-Lumpur,1450000,2,0,5628984,Fully,Partly
Dutamas,Kuala-Lumpur,970000,2,0,5629160,Partly,Partly
Dutamas,Kuala-Lumpur,1200000,2,0,5629336,Fully,Partly
Jalan-Ipoh,Kuala-Lumpur,500000,3,0,5629512,Fully,Partly
Sentul,Kuala-Lumpur,395000,3,0,5629688,Partly,Partly
Sentul,Kuala-Lumpur,395000,3,0,5629864,Partly,Partly
Sentul,Kuala-Lumpur,395000,3,0,5630040,Partly,Partly
Sentul,Kuala-Lumpur,365000,3,0,5630216,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,435000,3,0,5630392,Partly,Partly
Ampang,Kuala-Lumpur,880000,3,0,5630568,Partly,Partly
Setapak,Kuala-Lumpur,480000,3,0,5630744,Partly,Partly
Cheras,Kuala-Lumpur,795000,2,0,5630920,Partly,Partly
Bukit-Bintang,Kuala-Lumpur,1020000,3,0,5631096,Fully,Partly
Cheras,Kuala-Lumpur,415000,3,0,5631272,Fully,Partly
Ampang,Kuala-Lumpur,600000,2,0,5631448,Fully,Partly
Sentul,Kuala-Lumpur,374100,3,0,5631624,Partly,Partly
Sentul,Kuala-Lumpur,374100,3,0,5631800,Partly,Partly
Sentul,Kuala-Lumpur,374100,3,0,5631976,Partly,Partly
Bangsar,Kuala-Lumpur,702000,3,0,5632152,Partly,Partly
Bangsar,Kuala-Lumpur,702000,3,0,5632328,Partly,Partly
Bangsar,Kuala-Lumpur,702000,3,0,5632504,Partly,Partly
Bukit-Bintang,Kuala-Lumpur,1050000,2,0,5632680,Fully,Partly
KL-Eco-City,Kuala-Lumpur,1200000,2,0,5632856,Partly,Partly
Ampang,Kuala-Lumpur,650000,2,0,5633032,Fully,Partly
Bukit-Bintang,Kuala-Lumpur,1350000,2,0,5633208,Fully,Partly
Bukit-Bintang,Kuala-Lumpur,1150000,2,0,5633384,Fully,Partly
Bukit-Bintang,Kuala-Lumpur,1180000,2,0,5633560,Fully,Partly
Bukit-Bintang,Kuala-Lumpur,1123500,2,0,5633736,Fully,Partly
Mont-Kiara,Kuala-Lumpur,899000,2,0,5633912,Fully,Partly
Jalan-Ipoh,Kuala-Lumpur,642800,3,0,5634088,Partly,Partly
Cheras,Kuala-Lumpur,420000,2,0,5634264,Partly,Partly
City-Centre,Kuala-Lumpur,830000,2,0,5634440,Fully,Partly
KLCC,Kuala-Lumpur,1700000,2,0,5634616,Fully,Partly
KLCC,Kuala-Lumpur,1500000,2,0,5634792,Fully,Partly
Sungai-Besi,Kuala-Lumpur,520000,3,0,5634968,Partly,Partly
Sungai-Besi,Kuala-Lumpur,530000,3,0,5635144,Partly,Partly
KLCC,Kuala-Lumpur,1300000,2,0,5635320,Partly,Partly
Bandar-Menjalara,Kuala-Lumpur,435000,3,0,5635496,Partly,Partly
Kepong,Kuala-Lumpur,550000,3,0,5635672,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,420000,3,0,5635848,Partly,Partly
KLCC,Kuala-Lumpur,2900000,2,0,5636024,Partly,Partly
Bandar-Menjalara,Kuala-Lumpur,420000,4,0,5636200,Partly,Partly
Sentul,Kuala-Lumpur,428000,3,0,5636376,Partly,Partly
KL-City,Kuala-Lumpur,1700080,2,0,5636552,Fully,Partly
Bandar-Menjalara,Kuala-Lumpur,400000,3,0,5636728,Partly,Partly
Bandar-Menjalara,Kuala-Lumpur,405000,3,0,5636904,Partly,Partly
Desa-ParkCity,Kuala-Lumpur,1100000,2,0,5637080,Fully,Partly
Sentul,Kuala-Lumpur,500000,3,0,5637256,Fully,Partly
Bukit-Jalil,Kuala-Lumpur,1500,4,0,5637432,Fully,Partly
Cheras,Kuala-Lumpur,525000,3,0,5637608,Partly,Partly
Desa-ParkCity,Kuala-Lumpur,815000,2,0,5637784,Fully,Partly
Sentul,Kuala-Lumpur,615000,3,0,5637960,Fully,Partly
Sentul,Kuala-Lumpur,710000,3,0,5638136,Fully,Partly
Sentul,Kuala-Lumpur,650000,3,0,5638312,Fully,Partly
Sentul,Kuala-Lumpur,649000,3,0,5638488,Partly,Partly
Wangsa-Maju,Kuala-Lumpur,710000,3,0,5638664,Fully,Partly
Desa-Pandan,Kuala-Lumpur,950000,2,0,5638840,Fully,Partly
KLCC,Kuala-Lumpur,2100000,2,0,5639016,Fully,Partly
KL-Sentral,Kuala-Lumpur,1528888,2,0,5639192,Fully,Partly
Sentul,Kuala-Lumpur,800000,3,0,5639368,Fully,Partly
Desa-Pandan,Kuala-Lumpur,780000,2,0,5639544,Partly,Partly
KLCC,Kuala-Lumpur,2337050,2,0,5639720,Fully,Partly
KLCC,Kuala-Lumpur,2506500,1,0,5639896,Partly,Partly
KL-Sentral,Kuala-Lumpur,1588000,2,0,5640072,Fully,Partly
Damansara-Heights,Kuala-Lumpur,1109760,1,0,5640248,Fully,Partly
City-Centre,Kuala-Lumpur,755000,3,0,5640424,Fully,Partly
Wangsa-Maju,Kuala-Lumpur,550000,2,0,5640600,Partly,Partly
Mont-Kiara,Kuala-Lumpur,780000,3,0,5640776,Fully,Partly
Sentul,Kuala-Lumpur,635000,3,0,5640952,Partly,Partly
Salak-Selatan,Kuala-Lumpur,358000,3,0,5641128,Fully,Partly
Desa-Petaling,Kuala-Lumpur,360000,3,0,5641304,Partly,Partly
Batu-Caves,Kuala-Lumpur,400000,3,0,5641480,Unfurnished,Partly
Setapak,Kuala-Lumpur,470000,4,0,5641656,Partly,Partly
Bangsar-South,Kuala-Lumpur,859196,3,0,5641832,Unfurnished,Partly
Batu-Caves,Kuala-Lumpur,400000,3,0,5642008,Unfurnished,Partly
Batu-Caves,Kuala-Lumpur,480000,3,0,5642184,Partly,Partly
Batu-Caves,Kuala-Lumpur,420000,3,0,5642360,Partly,Partly
Batu-Caves,Kuala-Lumpur,680000,3,0,5642536,Partly,Partly
Cheras,Kuala-Lumpur,530000,3,0,5642712,Partly,Partly
Cheras,Kuala-Lumpur,505000,3,0,5642888,Partly,Partly
Bukit-Jalil,Kuala-Lumpur,382500,3,0,5643064,Partly,Partly
Bangsar,Kuala-Lumpur,1300000,2,0,5643240,Partly,Partly
Bukit-Bintang,Kuala-Lumpur,1200000,2,0,5643416,Fully,Partly
Bukit-Bintang,Kuala-Lumpur,1199000,2,0,5643592,Fully,Partly
Cheras,Kuala-Lumpur,485000,3,0,5643768,Fully,Partly
Desa-ParkCity,Kuala-Lumpur,948888,2,0,5643944,Fully,Partly
Jalan-Klang-Lama,Kuala-Lumpur,400000,3,0,5644120,Partly,Partly
Dutamas,Kuala-Lumpur,520000,3,0,5644296,Partly,Partly
Dutamas,Kuala-Lumpur,478000,3,0,5644472,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,450000,3,0,5644648,Partly,Partly
Titiwangsa,Kuala-Lumpur,600000,3,0,5644824,Fully,Partly
Bukit-Jalil,Kuala-Lumpur,550000,3,0,5645000,Unfurnished,Partly
Jalan-Kuching,Kuala-Lumpur,420000,3,0,5645176,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,430000,3,0,5645352,Fully,Partly
Titiwangsa,Kuala-Lumpur,590000,3,0,5645528,Fully,Partly
Titiwangsa,Kuala-Lumpur,630000,3,0,5645704,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,550000,3,0,5645880,Partly,Partly
Bangsar,Kuala-Lumpur,980000,2,0,5646056,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,400000,3,0,5646232,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,498000,3,0,5646408,Fully,Partly
Bukit-Bintang,Kuala-Lumpur,1300000,3,0,5646584,Fully,Partly
Titiwangsa,Kuala-Lumpur,580000,3,0,5646760,Partly,Partly
Dutamas,Kuala-Lumpur,490000,3,0,5646936,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,400000,3,0,5647112,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,360000,3,0,5647288,Fully,Partly
Desa-ParkCity,Kuala-Lumpur,1300000,2,0,5647464,Partly,Partly
Wangsa-Maju,Kuala-Lumpur,670000,4,0,5647640,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,410000,3,0,5647816,Partly,Partly
Dutamas,Kuala-Lumpur,500000,3,0,5647992,Unfurnished,Partly
Bangsar,Kuala-Lumpur,1300000,1,0,5648168,Fully,Partly
Bangsar,Kuala-Lumpur,975000,2,0,5648344,Partly,Partly
Desa-Petaling,Kuala-Lumpur,440000,3,0,5648520,Partly,Partly
Jalan-Kuching,Kuala-Lumpur,545000,3,0,5648696,Partly,Partly
Dutamas,Kuala-Lumpur,488000,3,0,5648872,Partly,Partly
Titiwangsa,Kuala-Lumpur,630000,3,0,5649048,Partly,Partly
Bukit-Jalil,Kuala-Lumpur,690000,3,0,5649224,Fully,Partly
Jalan-Kuching,Kuala-Lumpur,500000,3,0,5649400,Fully,Partly
Dutamas,Kuala-Lumpur,620000,3,0,5649576,Fully,Partly
Cheras,Kuala-Lumpur,650000,3,0,5649752,Fully,Partly
Titiwangsa,Kuala-Lumpur,630000,3,0,5649928,Fully,Partly
Batu-Caves,Kuala-Lumpur,420000,3,0,5650104,Partly,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1100000,3,0,5650280,Fully,Partly
Setapak,Kuala-Lumpur,600000,3,0,5650456,Partly,Partly
KLCC,Kuala-Lumpur,2800000,2,0,5650632,Fully,Partly
KLCC,Kuala-Lumpur,2982000,2,0,5650808,Fully,Partly
Taman-Desa,Kuala-Lumpur,650000,3,0,5650984,Fully,Partly
Sungai-Besi,Kuala-Lumpur,671000,3,0,5651160,Partly,Partly
Sungai-Besi,Kuala-Lumpur,560000,3,0,5651336,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,700000,3,0,5651512,Partly,Partly
Jalan-Ipoh,Kuala-Lumpur,630000,3,0,5651688,Partly,Partly
KLCC,Kuala-Lumpur,3264000,2,0,5651864,Fully,Partly
KLCC,Kuala-Lumpur,3244000,2,0,5652040,Fully,Partly
Sentul,Kuala-Lumpur,620000,3,0,5652216,Partly,Partly
Bukit-Jalil,Kuala-Lumpur,388001,3,0,5652392,Partly,Partly
Bukit-Jalil,Kuala-Lumpur,539000,3,0,5652568,Partly,Partly
Bangsar-South,Kuala-Lumpur,910000,3,0,5652744,Unfurnished,Partly
Bangsar-South,Kuala-Lumpur,840000,3,0,5652920,Partly,Partly
Kepong,Kuala-Lumpur,450000,3,0,5653096,Fully,Partly
Kepong,Kuala-Lumpur,430000,3,0,5653272,Fully,Partly
Bangsar-South,Kuala-Lumpur,858376,3,0,5653448,Unfurnished,Partly
KL-Sentral,Kuala-Lumpur,1400000,2,0,5653624,Fully,Partly
Kuchai-Lama,Kuala-Lumpur,500000,3,0,5653800,Partly,Partly
Cheras,Kuala-Lumpur,590000,3,0,5653976,Partly,Partly
Segambut,Kuala-Lumpur,550000,3,0,5654152,Fully,Partly
Batu-Caves,Kuala-Lumpur,538500,3,0,5654328,Fully,Partly
Sri-Petaling,Kuala-Lumpur,380000,3,0,5654504,Partly,Partly
Sri-Petaling,Kuala-Lumpur,420000,3,0,5654680,Partly,Partly
Segambut,Kuala-Lumpur,480000,3,0,5654856,Partly,Partly
Sungai-Besi,Kuala-Lumpur,680000,3,0,5655032,Partly,Partly
Sungai-Besi,Kuala-Lumpur,690000,3,0,5655208,Partly,Partly
Sungai-Besi,Kuala-Lumpur,730000,3,0,5655384,Fully,Partly
Setapak,Kuala-Lumpur,400000,3,0,5655560,Unfurnished,Partly
Batu-Caves,Kuala-Lumpur,380000,3,0,5655736,Partly,Partly
Batu-Caves,Kuala-Lumpur,380000,3,0,5655912,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,520000,3,0,5656088,Partly,Partly
City-Centre,Kuala-Lumpur,1420000,1,0,5656264,Fully,Partly
City-Centre,Kuala-Lumpur,1520000,1,0,5656440,Partly,Partly
City-Centre,Kuala-Lumpur,1550000,1,0,5656616,Partly,Partly
KLCC,Kuala-Lumpur,900000,2,0,5656792,Fully,Partly
KLCC,Kuala-Lumpur,960000,3,0,5656968,Fully,Partly
KLCC,Kuala-Lumpur,890000,2,0,5657144,Partly,Partly
KLCC,Kuala-Lumpur,955000,2,0,5657320,Fully,Partly
Setapak,Kuala-Lumpur,490000,3,0,5657496,Fully,Partly
City-Centre,Kuala-Lumpur,1499000,1,0,5657672,Fully,Partly
Ampang,Kuala-Lumpur,750000,2,0,5657848,Partly,Partly
Jinjang,Kuala-Lumpur,560000,3,0,5658024,Partly,Partly
Sungai-Besi,Kuala-Lumpur,485000,3,0,5658200,Partly,Partly
Sungai-Besi,Kuala-Lumpur,528000,3,0,5658376,Partly,Partly
KLCC,Kuala-Lumpur,999000,2,0,5658552,Fully,Partly
KLCC,Kuala-Lumpur,1050000,2,0,5658728,Fully,Partly
Desa-ParkCity,Kuala-Lumpur,850000,3,0,5658904,Fully,Partly
Segambut,Kuala-Lumpur,520000,3,0,5659080,Fully,Partly
Cheras,Kuala-Lumpur,500000,4,0,5659256,Partly,Partly
Desa-Petaling,Kuala-Lumpur,550000,3,0,5659432,Partly,Partly
Sentul,Kuala-Lumpur,800000,2,0,5659608,Partly,Partly
Dutamas,Kuala-Lumpur,1100000,2,0,5659784,Fully,Partly
Dutamas,Kuala-Lumpur,1000000,2,0,5659960,Fully,Partly
Dutamas,Kuala-Lumpur,1050000,2,0,5660136,Fully,Partly
Dutamas,Kuala-Lumpur,1050000,2,0,5660312,Fully,Partly
Dutamas,Kuala-Lumpur,1100000,2,0,5660488,Fully,Partly
Dutamas,Kuala-Lumpur,1250000,2,0,5660664,Fully,Partly
Dutamas,Kuala-Lumpur,1090600,2,0,5660840,Fully,Partly
Dutamas,Kuala-Lumpur,1148000,2,0,5661016,Fully,Partly
KLCC,Kuala-Lumpur,998000,3,0,5661192,Fully,Partly
KLCC,Kuala-Lumpur,850000,2,0,5661368,Fully,Partly
KLCC,Kuala-Lumpur,976650,2,0,5661544,Fully,Partly
KLCC,Kuala-Lumpur,1150000,2,0,5661720,Fully,Partly
Wangsa-Maju,Kuala-Lumpur,480000,3,0,5661896,Partly,Partly
KLCC,Kuala-Lumpur,1080000,2,0,5662072,Partly,Partly
Kepong,Kuala-Lumpur,430000,3,0,5662248,Unfurnished,Partly
Kepong,Kuala-Lumpur,475000,3,0,5662424,Partly,Partly
Wangsa-Maju,Kuala-Lumpur,540000,3,0,5662600,Partly,Partly
Taman-Desa,Kuala-Lumpur,670000,3,0,5662776,Fully,Partly
Kepong,Kuala-Lumpur,445000,3,0,5662952,Unfurnished,Partly
Kuchai-Lama,Kuala-Lumpur,853400,3,0,5663128,Partly,Partly
Kuchai-Lama,Kuala-Lumpur,1004000,3,0,5663304,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,620000,3,0,5663480,Partly,Partly
Wangsa-Maju,Kuala-Lumpur,480000,3,0,5663656,Unfurnished,Partly
Dutamas,Kuala-Lumpur,896670,2,0,5663832,Partly,Partly
Dutamas,Kuala-Lumpur,896670,4,0,5664008,Partly,Partly
Dutamas,Kuala-Lumpur,896670,2,0,5664184,Partly,Partly
Dutamas,Kuala-Lumpur,896670,2,0,5664360,Partly,Partly
Dutamas,Kuala-Lumpur,807000,2,0,5664536,Partly,Partly
Dutamas,Kuala-Lumpur,896670,2,0,5664712,Partly,Partly
Taman-Desa,Kuala-Lumpur,645000,3,0,5664888,Fully,Partly
KLCC,Kuala-Lumpur,1700000,2,0,5665064,Fully,Partly
Bandar-Tasik-Selatan,Kuala-Lumpur,690000,3,0,5665240,Unfurnished,Partly
Segambut,Kuala-Lumpur,630000,3,0,5665416,Partly,Partly
KL-City,Kuala-Lumpur,1960000,3,0,5665592,Partly,Partly
KLCC,Kuala-Lumpur,1910000,2,0,5665768,Partly,Partly
KLCC,Kuala-Lumpur,1910000,2,0,5665944,Partly,Partly
KLCC,Kuala-Lumpur,1910000,2,0,5666120,Partly,Partly
Titiwangsa,Kuala-Lumpur,620000,3,0,5666296,Partly,Partly
Taman-Desa,Kuala-Lumpur,660000,3,0,5666472,Fully,Partly
Bangsar,Kuala-Lumpur,1162000,2,0,5666648,Fully,Partly
Damansara-Heights,Kuala-Lumpur,1710000,2,0,5666824,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,650000,2,0,5667000,Unfurnished,Partly
Kepong,Kuala-Lumpur,618000,3,0,5667176,Fully,Partly
KLCC,Kuala-Lumpur,1050000,3,0,5667352,Fully,Partly
Jalan-Klang-Lama,Kuala-Lumpur,688000,2,0,5667528,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,668000,2,0,5667704,Unfurnished,Partly
Jalan-Klang-Lama,Kuala-Lumpur,650000,2,0,5667880,Unfurnished,Partly
Jalan-Klang-Lama,Kuala-Lumpur,700000,2,0,5668056,Unfurnished,Partly
Jalan-Klang-Lama,Kuala-Lumpur,650000,2,0,5668232,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,680000,2,0,5668408,Fully,Partly
Jalan-Klang-Lama,Kuala-Lumpur,668000,2,0,5668584,Unfurnished,Partly
Setapak,Kuala-Lumpur,430000,4,0,5668760,Partly,Partly
Desa-Petaling,Kuala-Lumpur,400000,3,0,5668936,Partly,Partly
Desa-Pandan,Kuala-Lumpur,750000,3,0,5669112,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,720000,3,0,5669288,Partly,Partly
Jalan-Klang-Lama,Kuala-Lumpur,680000,3,0,5669464,Partly,Partly
Setapak,Kuala-Lumpur,380000,3,0,5669640,Partly,Partly
Bukit-Jalil,Kuala-Lumpur,800000,2,0,5669816,Fully,Partly
Cheras,Kuala-Lumpur,580000,3,0,5669992,Partly,Partly
Taman-Desa,Kuala-Lumpur,660000,3,0,5670168,Partly,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,980000,3,0,5670344,Partly,Partly
KLCC,Kuala-Lumpur,1182000,3,0,5670520,Partly,Partly
KLCC,Kuala-Lumpur,1200000,2,0,5670696,Partly,Partly
KLCC,Kuala-Lumpur,1300000,3,0,5670872,Partly,Partly
KLCC,Kuala-Lumpur,3200000,2,0,5671048,Partly,Partly
KLCC,Kuala-Lumpur,2950000,2,0,5671224,Partly,Partly
Desa-ParkCity,Kuala-Lumpur,880000,3,0,5671400,Fully,Partly
KLCC,Kuala-Lumpur,1380000,3,0,5671576,Fully,Partly
Desa-ParkCity,Kuala-Lumpur,980000,3,0,5671752,Fully,Partly
Jalan-Ipoh,Kuala-Lumpur,675000,3,0,5671928,Partly,Partly
Jalan-Ipoh,Kuala-Lumpur,675000,3,0,5672104,Partly,Partly
